ASN,Location_bias,Network_size_bias,Topology_bias,IXP_related_bias,Network_type_bias,RIR_region,Customer_cone_num_ASNs,Customer_cone_num_prefixes,Location_country,num_neighbors_total,Scope_PeeringDB,Network_type_PeeringDB,Peering_policy_PeeringDB,IXPs_PeeringDB,num_facilities_PeeringDB,is_in_peeringDB,nb_atlas_probes_v4,nb_atlas_probes_v6,is_routeviews_peer,Improvement_proximity,kind
37121,0.14,-0.06,-0.39,-0.29,-0.26,AFRINIC,1.0,256.0,ZA,4.0,Africa,Enterprise,Open,0.0,0.0,1.0,,,,256.0,RIS
37122,0.07,-0.07,-0.03,0.0,-0.02,AFRINIC,2.0,54.0,UG,56.0,,,,,,0.0,,,,38.0,RIS
37124,0.1,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,8.0,RW,2.0,,,,,,0.0,,,,34.0,RIS
37125,-0.13,-0.08,-0.17,-0.29,0.04,AFRINIC,4.0,15.0,NG,7.0,Africa,NSP,Open,1.0,0.0,1.0,,,,13.0,RIS
37129,-0.06,-0.14,-0.39,-0.29,-0.17,AFRINIC,2.0,15.0,KE,4.0,Africa,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,8.0,RIS
37130,0.14,-0.07,-0.61,-0.09,-0.4,AFRINIC,1.0,27.0,ZA,2.0,Not Disclosed,,Selective,1.0,0.0,1.0,,,,38.0,RIS
37133,0.03,0.0,-0.16,-0.19,-0.01,AFRINIC,5.0,128.0,TZ,10.0,Global,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,,135.0,RIS
37136,0.15,-0.17,-0.61,-0.29,-0.73,AFRINIC,1.0,12.0,BJ,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,16.0,RIS
37137,-0.06,-0.17,-0.49,0.0,-0.02,AFRINIC,2.0,7.0,KE,3.0,,,,,,0.0,,,,14.0,RIS
37143,0.03,-0.17,-0.39,-0.29,-0.73,AFRINIC,1.0,4.0,TZ,3.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,5.0,RIS
37144,-0.13,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,NG,2.0,,,,,,0.0,,,,2.0,RIS
37147,0.14,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,AO,2.0,,,,,,0.0,,,,1.0,RIS
37148,-0.13,0.08,-0.15,-0.18,-0.73,AFRINIC,64.0,1597.0,NG,49.0,Not Disclosed,Not Disclosed,Open,1.0,5.0,1.0,,,,210.0,RIS
37150,0.14,-0.12,-0.14,-0.07,-0.13,AFRINIC,1.0,6.0,ZA,20.0,Africa,Cable/DSL/ISP,Open,5.0,3.0,1.0,,,,5.0,RIS
37153,0.14,0.07,0.03,-0.17,-0.03,AFRINIC,20.0,328.0,ZA,42.0,Regional,Content,Open,4.0,1.0,1.0,2.0,,,77.0,RIS
37154,0.1,-0.06,-0.49,-0.2,-0.16,AFRINIC,2.0,75.0,ZM,5.0,Regional,Cable/DSL/ISP,Open,2.0,0.0,1.0,1.0,,,88.0,RIS
37156,-0.06,-0.17,-0.49,0.0,-0.02,AFRINIC,1.0,10.0,KE,3.0,,,,,,0.0,,,,10.0,RIS
37157,0.14,-0.17,-0.04,-0.2,-0.1,AFRINIC,1.0,11.0,ZA,19.0,Africa,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,11.0,RIS
37159,0.14,-0.22,-0.16,-0.29,-0.08,AFRINIC,1.0,2.0,ZA,8.0,Regional,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,1.0,RIS
37162,0.02,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,GH,2.0,,,,,,0.0,,,,4.0,RIS
37163,0.15,-0.09,-0.51,-0.29,-0.73,AFRINIC,2.0,21.0,BF,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,52.0,RIS
37164,0.12,-0.09,-0.49,0.0,-0.02,AFRINIC,2.0,27.0,SL,3.0,,,,,,0.0,,,,54.0,RIS
37166,-0.06,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,3.0,KE,2.0,,,,,,0.0,,,,8.0,RIS
37168,0.14,-0.07,-0.14,-0.17,-0.03,AFRINIC,1.0,31.0,ZA,23.0,Global,NSP,Open,4.0,0.0,1.0,,,,31.0,RIS
37172,0.14,-0.03,-0.14,-0.05,-0.06,AFRINIC,3.0,34.0,ZA,23.0,Regional,NSP,Open,5.0,4.0,1.0,,,,20.0,RIS
37177,0.14,-0.3,-0.22,-0.16,0.05,AFRINIC,1.0,1.0,MU,5.0,Global,Non-Profit,Open,7.0,1.0,1.0,,,,1.0,RIS
37178,-0.13,-0.26,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,NG,2.0,,,,,,0.0,,,,,RIS
37179,0.14,0.08,0.04,-0.04,0.03,AFRINIC,48.0,890.0,ZA,119.0,Global,NSP,Open,8.0,8.0,1.0,,,,25.0,RIS
37180,0.14,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,ZA,2.0,,,,,,0.0,,,,4.0,RIS
37181,0.14,-0.3,-0.22,-0.16,0.05,AFRINIC,1.0,1.0,MU,5.0,Global,Non-Profit,Open,7.0,1.0,1.0,,,,1.0,RIS
37182,0.03,-0.03,-0.17,-0.29,-0.73,AFRINIC,4.0,35.0,TZ,7.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,49.0,RIS
37183,0.09,-0.0,0.02,-0.29,-0.13,AFRINIC,7.0,157.0,ZW,23.0,Africa,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,135.0,RIS
37185,0.1,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,10.0,ZM,2.0,,,,,,0.0,,,,10.0,RIS
37187,0.09,-0.01,-0.03,-0.07,-0.32,AFRINIC,3.0,138.0,MW,81.0,Africa,Cable/DSL/ISP,Open,3.0,2.0,1.0,2.0,,,61.0,RIS
37189,0.09,-0.09,-0.49,0.0,-0.02,AFRINIC,2.0,35.0,ZW,3.0,,,,,,0.0,,,,14.0,RIS
37190,0.11,-0.14,-0.39,-0.29,-0.17,AFRINIC,2.0,18.0,CI,4.0,Africa,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,21.0,RIS
37191,0.02,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,9.0,EG,4.0,,,,,,0.0,,,,18.0,RIS
37193,0.02,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,5.0,EG,2.0,,,,,,0.0,,,,10.0,RIS
37196,0.12,-0.09,-0.39,0.0,-0.02,AFRINIC,2.0,27.0,SN,4.0,,,,,,0.0,,,,53.0,RIS
37199,0.14,-0.09,-0.04,-0.07,-0.1,AFRINIC,1.0,22.0,ZA,19.0,Africa,Cable/DSL/ISP,Open,3.0,2.0,1.0,4.0,1.0,,9.0,RIS
37200,-0.13,-0.09,-0.39,0.0,-0.02,AFRINIC,1.0,20.0,NG,3.0,,,,,,0.0,,,,41.0,RIS
37201,0.06,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,,2.0,,,,,,0.0,,,,2.0,RIS
37203,0.13,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,LR,2.0,,,,,,0.0,,,,2.0,RIS
37204,0.09,0.08,0.02,-0.2,-0.08,AFRINIC,19.0,1272.0,ZW,36.0,Africa,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,143.0,RIS
37205,0.12,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,6.0,NE,3.0,,,,,,0.0,,,,11.0,RIS
37206,0.07,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,4.0,UG,3.0,,,,,,0.0,,,,8.0,RIS
37207,-0.13,-0.16,-0.61,0.0,-0.02,AFRINIC,1.0,0.0,NG,2.0,,,,,,0.0,,,,1.0,RIS
37209,-0.13,-0.03,-0.23,-0.29,-0.05,AFRINIC,3.0,43.0,NG,7.0,Global,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,18.0,RIS
37210,-0.06,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,KE,2.0,,,,,,0.0,,,,3.0,RIS
37211,0.11,-0.14,-0.61,0.0,-0.02,AFRINIC,1.0,21.0,SD,2.0,,,,,,0.0,,,,60.0,RIS
37212,0.02,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,4.0,GH,2.0,,,,,,0.0,,,,13.0,RIS
37219,-0.06,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,7.0,KE,2.0,,,,,,0.0,,,,11.0,RIS
37222,-0.13,-0.3,-0.51,0.0,-0.02,AFRINIC,1.0,2.0,NG,2.0,,,,,,0.0,,,,2.0,RIS
37223,0.09,-0.0,-0.33,0.0,-0.04,AFRINIC,4.0,82.0,MZ,5.0,Africa,Cable/DSL/ISP,Selective,1.0,2.0,1.0,,,,154.0,RIS
37225,0.14,-0.22,-0.04,-0.1,-0.0,AFRINIC,1.0,3.0,ZA,17.0,Regional,NSP,Open,2.0,2.0,1.0,,,,33.0,RIS
37228,0.1,-0.0,-0.17,0.0,-0.02,AFRINIC,5.0,127.0,RW,8.0,,,,,,0.0,,,,162.0,RIS
37229,0.14,-0.17,-0.61,-0.29,-0.73,AFRINIC,1.0,5.0,TG,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,7.0,RIS
37230,-0.13,-0.09,-0.49,0.0,-0.02,AFRINIC,2.0,44.0,NG,3.0,,,,,,0.0,,,,27.0,RIS
37232,0.02,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,4.0,GH,2.0,,,,,,0.0,,,,12.0,RIS
37233,0.12,-0.09,-0.39,0.0,-0.02,AFRINIC,1.0,42.0,NE,4.0,,,,,,0.0,,,,61.0,RIS
37235,0.14,-0.17,-0.06,-0.29,-0.02,AFRINIC,1.0,7.0,ZA,7.0,Global,Content,Open,1.0,0.0,1.0,,,,9.0,RIS
37236,0.14,0.0,0.02,-0.07,-0.04,AFRINIC,4.0,14.0,ZA,22.0,Africa,NSP,Open,3.0,3.0,1.0,1.0,,,14.0,RIS
37247,-0.06,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,KE,2.0,,,,,,0.0,,,,1.0,RIS
37248,-0.13,-0.12,-0.39,-0.21,-0.73,AFRINIC,2.0,4.0,NG,4.0,Not Disclosed,Not Disclosed,,0.0,0.0,1.0,,,,5.0,RIS
37249,-0.13,-0.22,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,NG,2.0,,,,,,0.0,,,,2.0,RIS
37251,0.14,-0.12,-0.61,0.0,-0.02,AFRINIC,1.0,7.0,ZA,2.0,,,,,,0.0,,,,8.0,RIS
37252,0.02,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,3.0,EG,2.0,,,,,,0.0,,,,6.0,RIS
37254,0.14,-0.03,-0.04,-0.07,-0.08,AFRINIC,3.0,33.0,ZA,23.0,Africa,Cable/DSL/ISP,Open,3.0,3.0,1.0,,,,33.0,RIS
37264,0.14,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,4.0,AO,3.0,,,,,,0.0,,,,8.0,RIS
37266,0.14,-0.09,-0.04,-0.1,-0.12,AFRINIC,1.0,24.0,ZA,17.0,Regional,Cable/DSL/ISP,Open,2.0,2.0,1.0,,,,24.0,RIS
37269,-0.13,-0.03,-0.23,-0.09,-0.1,AFRINIC,3.0,24.0,NG,6.0,Africa,Cable/DSL/ISP,Selective,0.0,0.0,1.0,,,,24.0,RIS
37273,0.07,0.08,-0.07,-0.17,-0.04,AFRINIC,29.0,510.0,UG,61.0,Africa,Cable/DSL/ISP,Open,4.0,1.0,1.0,,,,86.0,RIS
37274,-0.06,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,KE,2.0,,,,,,0.0,,,,1.0,RIS
37276,0.14,-0.09,-0.14,-0.2,-0.07,AFRINIC,1.0,41.0,ZA,20.0,Africa,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,,40.0,RIS
37280,0.0,-0.17,-0.23,-0.19,-0.11,,2.0,11.0,,7.0,Africa,Cable/DSL/ISP,Open,1.0,3.0,1.0,,,,14.0,RIS
37281,0.11,-0.09,-0.49,-0.29,-0.73,AFRINIC,2.0,17.0,CG,3.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,,16.0,RIS
37282,-0.13,0.08,0.05,0.04,-0.04,AFRINIC,116.0,1905.0,NG,211.0,Africa,NSP,Selective,10.0,1.0,1.0,,,,273.0,RIS
37284,0.11,0.07,-0.17,-0.29,-0.03,AFRINIC,11.0,269.0,LY,8.0,Africa,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,323.0,RIS
37286,-0.13,-0.17,-0.51,-0.29,-0.09,AFRINIC,1.0,9.0,NG,2.0,Africa,Educational/Research,Open,1.0,0.0,1.0,,,,9.0,RIS
37287,0.1,-0.07,-0.39,0.0,-0.02,AFRINIC,1.0,45.0,ZM,5.0,,,,,,0.0,,,,87.0,RIS
37288,0.12,0.05,-0.17,-0.18,-0.09,AFRINIC,20.0,42.0,SN,10.0,Regional,Educational/Research,Open,1.0,5.0,1.0,,,,30.0,RIS
37292,0.15,-0.12,-0.51,0.0,-0.02,AFRINIC,2.0,5.0,BJ,2.0,,,,,,0.0,,,,6.0,RIS
37294,0.09,-0.07,-0.02,-0.1,-0.13,AFRINIC,1.0,46.0,MW,69.0,Africa,NSP,Open,2.0,2.0,1.0,,,,50.0,RIS
37298,-0.06,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,6.0,KE,4.0,,,,,,0.0,,,,6.0,RIS
37299,0.12,-0.19,-0.51,-0.29,-0.4,AFRINIC,2.0,2.0,LS,2.0,Not Disclosed,Route Server,Open,0.0,0.0,1.0,,,,,RIS
37302,0.14,-0.22,-0.14,-0.1,-0.08,AFRINIC,1.0,2.0,ZA,16.0,Regional,Cable/DSL/ISP,Open,2.0,2.0,1.0,,,,2.0,RIS
37303,0.13,-0.09,-0.39,-0.29,-0.24,AFRINIC,1.0,16.0,MG,4.0,Global,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,32.0,RIS
37304,0.02,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,GH,2.0,,,,,,0.0,,,,6.0,RIS
37305,-0.06,-0.0,-0.17,-0.08,-0.12,AFRINIC,12.0,98.0,KE,14.0,Regional,Cable/DSL/ISP,Open,2.0,4.0,1.0,,,,63.0,RIS
37308,-0.13,-0.03,-0.23,-0.19,-0.1,AFRINIC,3.0,42.0,NG,7.0,Africa,Cable/DSL/ISP,Open,1.0,2.0,1.0,,,,39.0,RIS
37309,0.13,-0.07,-0.39,-0.29,-0.73,AFRINIC,1.0,16.0,GM,4.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,16.0,RIS
37312,0.14,-0.22,-0.16,-0.1,-0.07,AFRINIC,1.0,2.0,ZA,9.0,Regional,Enterprise,Open,2.0,2.0,1.0,,,,3.0,RIS
37313,0.02,-0.12,-0.61,-0.09,-0.08,AFRINIC,1.0,8.0,GH,2.0,Regional,NSP,Selective,0.0,0.0,1.0,,,,8.0,RIS
37315,0.14,0.07,-0.08,-0.05,-0.03,AFRINIC,10.0,231.0,ZA,28.0,Regional,NSP,Open,6.0,6.0,1.0,1.0,,,111.0,RIS
37316,0.14,-0.3,-0.04,-0.09,-0.06,AFRINIC,1.0,2.0,ZA,15.0,Africa,Enterprise,Selective,1.0,1.0,1.0,,,,2.0,RIS
37317,0.14,-0.12,-0.14,-0.2,-0.06,AFRINIC,1.0,4.0,ZA,17.0,Africa,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,4.0,RIS
37318,0.14,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,AO,2.0,,,,,,0.0,,,,2.0,RIS
37322,0.11,-0.17,-0.61,-0.29,-0.73,AFRINIC,1.0,7.0,CG,2.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,11.0,RIS
37328,-0.13,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,NG,2.0,,,,,,0.0,,,,2.0,RIS
37333,0.14,-0.09,-0.04,-0.17,-0.15,AFRINIC,1.0,20.0,ZA,20.0,Regional,Cable/DSL/ISP,Open,4.0,0.0,1.0,,,,20.0,RIS
37336,0.12,-0.17,-0.51,0.0,-0.02,AFRINIC,2.0,7.0,BI,2.0,,,,,,0.0,1.0,,,18.0,RIS
37337,0.14,-0.12,-0.51,0.0,-0.02,AFRINIC,2.0,9.0,GQ,2.0,,,,,,0.0,,,,18.0,RIS
37338,-0.06,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,KE,2.0,,,,,,0.0,,,,3.0,RIS
37339,0.02,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,EG,2.0,,,,,,0.0,,,,2.0,RIS
37340,-0.13,-0.06,-0.39,-0.08,-0.1,AFRINIC,1.0,189.0,NG,4.0,Africa,Cable/DSL/ISP,Open,2.0,4.0,1.0,,,,167.0,RIS
37342,0.09,-0.06,-0.22,-0.2,-0.11,AFRINIC,1.0,482.0,MZ,6.0,Africa,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,,549.0,RIS
37343,0.07,-0.09,-0.49,0.0,-0.02,AFRINIC,1.0,18.0,SC,3.0,,,,,,0.0,,,,38.0,RIS
37347,-0.13,-0.09,-0.39,-0.2,-0.08,AFRINIC,1.0,25.0,NG,5.0,Africa,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,,28.0,RIS
37349,0.03,-0.01,0.01,-0.06,-0.06,AFRINIC,5.0,79.0,TZ,22.0,Regional,Cable/DSL/ISP,Open,4.0,5.0,1.0,,,,34.0,RIS
37350,0.02,0.07,-0.17,0.0,-0.06,AFRINIC,8.0,3788.0,GH,7.0,Regional,Cable/DSL/ISP,Selective,1.0,2.0,1.0,,,,66.0,RIS
37351,0.11,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,4.0,TN,4.0,,,,,,0.0,,,,6.0,RIS
37352,0.14,-0.22,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,ZA,2.0,,,,,,0.0,,,,2.0,RIS
37353,0.14,-0.03,-0.39,-0.19,-0.1,AFRINIC,3.0,17.0,ZA,3.0,Regional,Cable/DSL/ISP,Open,0.0,2.0,1.0,,,,13.0,RIS
37354,-0.06,-0.22,-0.61,0.0,-0.02,AFRINIC,1.0,2.0,KE,2.0,,,,,,0.0,,,,4.0,RIS
37356,0.14,-0.0,-0.04,-0.07,-0.02,AFRINIC,3.0,87.0,ZA,23.0,Africa,Cable/DSL/ISP,Open,7.0,3.0,1.0,,,,51.0,RIS
37358,0.14,0.07,0.03,-0.05,-0.09,AFRINIC,18.0,166.0,ZA,38.0,Regional,Cable/DSL/ISP,Open,7.0,4.0,1.0,,,,26.0,RIS
37361,0.0,-0.12,-0.51,0.0,-0.02,,1.0,0.0,,2.0,,,,,,0.0,,,,,RIS
37363,0.14,-0.17,-0.13,-0.07,-0.12,AFRINIC,1.0,2.0,ZA,41.0,Regional,Cable/DSL/ISP,Open,3.0,2.0,1.0,,,,2.0,RIS
37364,0.03,-0.22,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,TZ,2.0,,,,,,0.0,,,,2.0,RIS
37366,0.14,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,AO,2.0,,,,,,0.0,,,,2.0,RIS
37368,0.14,-0.22,-0.04,-0.29,-0.08,AFRINIC,1.0,1.0,ZA,17.0,Regional,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,1.0,RIS
37371,0.1,-0.09,-0.22,-0.29,-0.73,AFRINIC,2.0,44.0,SO,6.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,60.0,RIS
37374,0.1,-0.19,-0.22,0.0,-0.02,AFRINIC,1.0,2.0,ZM,3.0,,,,,,0.0,,,,,RIS
37376,0.09,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,4.0,SS,2.0,,,,,,0.0,,,,10.0,RIS
37379,0.14,-0.17,-0.51,0.0,-0.02,AFRINIC,2.0,10.0,ZA,2.0,,,,,,0.0,,,,20.0,RIS
37381,0.11,-0.03,-0.39,-0.29,-0.06,AFRINIC,3.0,38.0,CI,5.0,Africa,Cable/DSL/ISP,Open,0.0,0.0,1.0,,,,37.0,RIS
37385,0.12,-0.01,-0.49,0.0,-0.02,AFRINIC,3.0,57.0,NE,4.0,,,,,,0.0,,,,25.0,RIS
37387,0.14,-0.17,-0.06,-0.19,-0.04,AFRINIC,1.0,8.0,ZA,6.0,Africa,NSP,Open,1.0,3.0,1.0,,,,8.0,RIS
37392,0.02,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,GH,2.0,,,,,,0.0,,,,4.0,RIS
37395,0.11,-0.12,-0.15,-0.29,-0.07,AFRINIC,1.0,4.0,BW,15.0,Africa,NSP,Open,1.0,0.0,1.0,,,,5.0,RIS
37398,-0.13,-0.17,-0.49,-0.29,-0.73,AFRINIC,1.0,5.0,NG,3.0,Not Disclosed,Not Disclosed,Open,1.0,1.0,1.0,,,,7.0,RIS
37399,0.14,-0.22,-0.14,-0.07,-0.06,AFRINIC,1.0,3.0,ZA,19.0,Africa,Cable/DSL/ISP,Open,4.0,3.0,1.0,,,,3.0,RIS
37402,0.14,-0.3,-0.04,-0.29,-0.04,AFRINIC,1.0,2.0,ZA,16.0,Africa,Enterprise,Open,1.0,0.0,1.0,,,,2.0,RIS
37403,0.14,-0.09,-0.14,-0.29,-0.1,AFRINIC,1.0,48.0,ZA,18.0,,Cable/DSL/ISP,Open,1.0,1.0,1.0,,,,48.0,RIS
37406,0.09,-0.14,-0.39,0.0,-0.02,AFRINIC,1.0,19.0,SS,3.0,,,,,,0.0,2.0,,,21.0,RIS
37411,0.14,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,5.0,ZA,2.0,,,,,,0.0,,,,11.0,RIS
37412,0.14,-0.22,-0.04,-0.29,-0.73,AFRINIC,1.0,3.0,ZA,17.0,Not Disclosed,Not Disclosed,Open,1.0,1.0,1.0,,,,3.0,RIS
37414,0.07,-0.17,-0.39,0.0,-0.42,AFRINIC,1.0,8.0,CD,3.0,Not Disclosed,Cable/DSL/ISP,Selective,2.0,0.0,1.0,,,,15.0,RIS
37417,0.14,-0.19,-0.06,-0.17,-0.06,AFRINIC,1.0,3.0,ZA,6.0,Africa,Cable/DSL/ISP,Open,3.0,0.0,1.0,,,,6.0,RIS
37419,0.03,-0.3,-0.51,0.0,-0.02,AFRINIC,1.0,1.0,TZ,2.0,,,,,,0.0,,,,2.0,RIS
37421,-0.06,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,5.0,KE,3.0,,,,,,0.0,,,,5.0,RIS
37424,0.15,-0.17,-0.61,-0.29,-0.73,AFRINIC,1.0,13.0,BJ,2.0,Not Disclosed,Not Disclosed,Open,1.0,0.0,1.0,,,,28.0,RIS
37425,0.1,-0.17,-0.49,-0.29,-0.05,AFRINIC,2.0,7.0,SO,3.0,Africa,NSP,Open,0.0,0.0,1.0,,,,28.0,RIS
37427,0.13,-0.17,-0.39,0.0,-0.02,AFRINIC,1.0,7.0,GN,3.0,,,,,,0.0,,,,10.0,RIS
37428,0.14,-0.3,-0.04,-0.09,-0.3,AFRINIC,1.0,2.0,ZA,16.0,Africa,Enterprise,Selective,1.0,0.0,1.0,,,,2.0,RIS
37434,0.0,-0.22,-0.61,0.0,-0.02,,1.0,2.0,,2.0,,,,,,0.0,,,,5.0,RIS
37437,0.02,-0.3,-0.39,0.0,-0.02,AFRINIC,1.0,1.0,EG,3.0,,,,,,0.0,,,,2.0,RIS
37440,0.09,-0.03,-0.17,-0.29,-0.73,AFRINIC,3.0,23.0,MW,9.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,47.0,RIS
37442,0.09,-0.09,-0.49,0.0,-0.02,AFRINIC,2.0,32.0,ZW,3.0,,,,,,0.0,,,,29.0,RIS
37444,0.02,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,EG,2.0,,,,,,0.0,,,,2.0,RIS
37447,0.07,-0.09,-0.22,-0.2,-0.73,AFRINIC,2.0,29.0,CD,6.0,Not Disclosed,Not Disclosed,Open,2.0,0.0,1.0,,,,21.0,RIS
37449,0.12,-0.09,-0.49,0.0,-0.02,AFRINIC,2.0,21.0,SL,3.0,,,,,,0.0,,,,19.0,RIS
37451,0.11,0.07,0.02,0.14,-0.28,AFRINIC,10.0,92.0,CG,27.0,Global,Cable/DSL/ISP,Selective,3.0,9.0,1.0,,,,47.0,RIS
37452,-0.13,-0.17,-0.22,0.0,-0.02,AFRINIC,1.0,4.0,NG,6.0,,,,,,0.0,,,,4.0,RIS
37453,0.07,-0.09,-0.61,-0.2,-0.35,AFRINIC,1.0,32.0,CD,2.0,Africa,Cable/DSL/ISP,Open,2.0,0.0,1.0,,,,65.0,RIS
37457,0.14,0.01,-0.08,0.02,-0.08,AFRINIC,4.0,2043.0,ZA,29.0,Africa,Cable/DSL/ISP,Selective,4.0,0.0,1.0,2.0,,,440.0,RIS
37460,0.14,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,10.0,CF,2.0,,,,,,0.0,,,,23.0,RIS
37461,0.13,-0.09,-0.39,0.0,-0.02,AFRINIC,2.0,45.0,GN,4.0,,,,,,0.0,,,,71.0,RIS
37462,0.11,-0.17,-0.61,0.0,-0.02,AFRINIC,1.0,5.0,TD,2.0,,,,,,0.0,,,,15.0,RIS
37463,0.11,-0.01,-0.43,-0.29,-0.04,AFRINIC,5.0,50.0,CG,5.0,Africa,NSP,Open,0.0,0.0,1.0,,,,47.0,RIS
37472,-0.13,-0.12,-0.49,-0.2,-0.46,AFRINIC,1.0,4.0,NG,3.0,Not Disclosed,Cable/DSL/ISP,Open,2.0,1.0,1.0,,,,6.0,RIS
37473,0.1,-0.09,-0.39,0.0,-0.02,AFRINIC,1.0,22.0,SO,3.0,,,,,,0.0,,,,42.0,RIS
37474,0.14,-0.01,-0.06,-0.18,-0.38,AFRINIC,3.0,30.0,ZA,10.0,Not Disclosed,Non-Profit,Open,1.0,4.0,1.0,1.0,1.0,,2.0,RIS
37479,0.14,-0.17,-0.04,0.02,0.01,AFRINIC,1.0,7.0,ZA,18.0,Africa,NSP,Selective,3.0,0.0,1.0,,,,5.0,RIS
37480,-0.13,-0.17,-0.49,0.0,-0.02,AFRINIC,1.0,5.0,NG,3.0,,,,,,0.0,,,,5.0,RIS
37482,0.14,-0.09,-0.14,-0.07,-0.08,AFRINIC,1.0,17.0,ZA,19.0,Africa,Cable/DSL/ISP,Open,3.0,3.0,1.0,,,,17.0,RIS
37484,0.14,-0.09,-0.04,-0.29,-0.73,AFRINIC,1.0,25.0,ZA,15.0,Not Disclosed,Not Disclosed,Open,0.0,0.0,1.0,,,,25.0,RIS
37488,0.14,-0.25,-0.49,-0.29,-0.38,AFRINIC,1.0,12.0,ZA,3.0,Not Disclosed,NSP,Open,1.0,0.0,1.0,,,,2.0,RIS
37489,0.09,-0.17,-0.39,0.0,-0.02,AFRINIC,2.0,6.0,MZ,4.0,,,,,,0.0,,,,5.0,RIS
37490,-0.13,-0.3,-0.61,0.0,-0.02,AFRINIC,1.0,1.0,NG,2.0,,,,,,0.0,,,,2.0,RIS
37491,0.14,-0.22,-0.06,-0.29,-0.08,AFRINIC,1.0,1.0,ZA,14.0,Africa,Cable/DSL/ISP,Open,1.0,0.0,1.0,,,,2.0,RIS
37492,0.11,0.01,-0.08,-0.19,-0.04,AFRINIC,5.0,413.0,TN,38.0,Regional,Cable/DSL/ISP,Open,1.0,3.0,1.0,1.0,,,248.0,RIS
